통계표,계정항목,지역코드,보고기관,단위,변환,2019/12,2020/01,2020/02,2020/03,2020/04,2020/05,2020/06,2020/07,2020/08,2020/09,2020/10,2020/11,2020/12,2021/01,2021/02,2021/03,2021/04,2021/05,2021/06,2021/07,2021/08,2021/09,2021/10,2021/11,2021/12,2022/01,2022/02,2022/03,2022/04,2022/05,2022/06,2022/07,2022/08,2022/09,2022/10,2022/11,2022/12,2023/01,2023/02,2023/03,2023/04,2023/05,2023/06,2023/07,2023/08,2023/09,2023/10,2023/11,2023/12,2024/01,2024/02,2024/03,2024/04,2024/05,2024/06,2024/07,2024/08,2024/09,2024/10,2024/11,2024/12,2025/01,2025/02,2025/03,2025/04,2025/05,2025/06,2025/07,2025/08,2025/09,2025/10,2025/11,2025/12
"1.2.3.7. 예금은행 지역별 연체율","  가계대출 연체율(전체1M)","전국","국내은행(수출입은행 포함)","%","원자료","0.26","0.29","0.30","0.27","0.29","0.30","0.25","0.26","0.27","0.22","0.23","0.24","0.20","0.21","0.22","0.18","0.19","0.20","0.17","0.18","0.19","0.17","0.18","0.18","0.16","0.17","0.19","0.17","0.18","0.19","0.17","0.19","0.21","0.19","0.22","0.24","0.24","0.28","0.32","0.31","0.34","0.37","0.33","0.36","0.38","0.35","0.37","0.39","0.35","0.38","0.42","0.37","0.40","0.42","0.36","0.38","0.40","0.36","0.38","0.41","0.38","0.43","0.43","0.41","0.43","0.47","0.41","0.43","0.45","0.39","0.42","0.44","0.38"
